-1.5902,-0.12224
-1.5902,-0.13022
-1.5902,-0.13821
-1.5822,-0.14619
-1.5742,-0.15418
-1.5662,-0.15418
-1.5582,-0.16216
-1.5502,-0.17015
-1.5423,-0.17015
-1.5343,-0.17813
-1.5263,-0.18612
-1.5183,-0.1941
-1.5103,-0.1941
-1.5023,-0.20209
-1.4944,-0.21007
-1.4864,-0.21806
-1.4784,-0.22604
-1.4704,-0.23403
-1.4624,-0.23403
-1.4544,-0.24201
-1.4464,-0.24201
-1.4385,-0.25
-1.4305,-0.25
-1.4225,-0.25
-1.4145,-0.25798
-1.4065,-0.26597
-1.3985,-0.26597
-1.3906,-0.26597
-1.3826,-0.27395
-1.3746,-0.27395
-1.3666,-0.28194
-1.3586,-0.28194
-1.3506,-0.28992
-1.3506,-0.29791
-1.3426,-0.30589
-1.3347,-0.31387
-1.3267,-0.32186
-1.3187,-0.32186
-1.3107,-0.32186
-1.3027,-0.32186
-1.2947,-0.32186
-1.2867,-0.32984
-1.2788,-0.32984
-1.2708,-0.32984
-1.2628,-0.32984
-1.2548,-0.32984
-1.2468,-0.32984
-1.2388,-0.33783
-1.2309,-0.33783
-1.2229,-0.34581
-1.2149,-0.34581
-1.2069,-0.34581
-1.1989,-0.34581
-1.1909,-0.34581
-1.1829,-0.34581
-1.175,-0.3538
-1.167,-0.3538
-1.159,-0.36178
-1.151,-0.36178
-1.143,-0.36178
-1.135,-0.36178
-1.1271,-0.36178
-1.1191,-0.36178
-1.1111,-0.36178
-1.1031,-0.36977
-1.0951,-0.36977
-1.0871,-0.36977
-1.0791,-0.36977
-1.0712,-0.36178
-1.0632,-0.36178
-1.0552,-0.36178
-1.0472,-0.36178
-1.0392,-0.36178
-1.0312,-0.36178
-1.0232,-0.36178
-1.0153,-0.36178
-1.0073,-0.36178
-0.99929,-0.36178
-0.99131,-0.36178
-0.98332,-0.36178
-0.97534,-0.36178
-0.96735,-0.36977
-0.95937,-0.36977
-0.95138,-0.36977
-0.9434,-0.36977
-0.93541,-0.36977
-0.92743,-0.36977
-0.91944,-0.36977
-0.91146,-0.36977
-0.90347,-0.36977
-0.89549,-0.36977
-0.8875,-0.36977
-0.87952,-0.36977
-0.87153,-0.37775
-0.86355,-0.37775
-0.85557,-0.37775
-0.84758,-0.37775
-0.8396,-0.37775
-0.83161,-0.38574
-0.82363,-0.38574
-0.81564,-0.38574
-0.80766,-0.38574
-0.79967,-0.38574
-0.79169,-0.39372
-0.7837,-0.39372
-0.77572,-0.39372
-0.76773,-0.39372
-0.75975,-0.40171
-0.75176,-0.40171
-0.74378,-0.40171
-0.73579,-0.40969
-0.72781,-0.40969
-0.71982,-0.40969
-0.71184,-0.41768
-0.70385,-0.41768
-0.69587,-0.42566
-0.68788,-0.42566
-0.6799,-0.42566
-0.67191,-0.43365
-0.66393,-0.43365
-0.65594,-0.44163
-0.64796,-0.44163
-0.63997,-0.44163
-0.63199,-0.44163
-0.624,-0.44962
-0.61602,-0.44962
-0.60803,-0.44962
-0.60005,-0.4576
-0.59206,-0.4576
-0.58408,-0.4576
-0.57609,-0.4576
-0.56811,-0.46559
-0.56012,-0.46559
-0.55214,-0.46559
-0.54415,-0.46559
-0.53617,-0.47357
-0.52819,-0.47357
-0.5202,-0.47357
-0.51222,-0.47357
-0.50423,-0.48156
-0.49625,-0.48156
-0.48826,-0.48156
-0.48028,-0.48156
-0.47229,-0.48156
-0.46431,-0.48954
-0.45632,-0.48954
-0.44834,-0.48954
-0.44035,-0.48954
-0.43237,-0.48954
-0.42438,-0.48954
-0.4164,-0.48954
-0.40841,-0.49753
-0.40043,-0.49753
-0.39244,-0.49753
-0.38446,-0.49753
-0.37647,-0.49753
-0.36849,-0.50551
-0.3605,-0.50551
-0.35252,-0.50551
-0.34453,-0.50551
-0.33655,-0.50551
-0.32856,-0.50551
-0.32058,-0.50551
-0.31259,-0.50551
-0.30461,-0.50551
-0.29662,-0.5135
-0.28864,-0.5135
-0.28065,-0.5135
-0.27267,-0.5135
-0.26468,-0.5135
-0.2567,-0.5135
-0.24871,-0.5135
-0.24073,-0.5135
-0.23274,-0.52148
-0.22476,-0.52148
-0.21677,-0.52148
-0.20879,-0.52148
-0.2008,-0.52148
-0.19282,-0.52148
-0.18484,-0.52148
-0.17685,-0.52148
-0.16887,-0.52148
-0.16088,-0.52148
-0.1529,-0.52148
-0.14491,-0.52148
-0.13693,-0.52148
-0.12894,-0.52148
-0.12096,-0.52148
-0.11297,-0.52148
-0.10499,-0.52148
-0.097002,-0.52148
-0.089017,-0.52148
-0.081032,-0.52148
-0.073047,-0.52148
-0.065062,-0.52148
-0.057077,-0.52148
-0.049092,-0.52148
-0.041107,-0.52148
-0.033122,-0.52148
-0.025138,-0.5135
-0.017153,-0.5135
-0.0091678,-0.5135
-0.0011829,-0.5135
0.0068019,-0.5135
0.014787,-0.5135
0.022772,-0.5135
0.030757,-0.50551
0.038741,-0.50551
0.046726,-0.50551
0.054711,-0.50551
